OBJECTID,名称,建造时间,建筑面积,层数,结构类型,层高,特殊情况,结构功能,占地面积
534,新北川建筑,2010,714.8020559,6,0,3.3,无,住宅,714.8020559
535,新北川建筑,2010,1312.188952,6,0,3.3,无,住宅,1312.188952
536,新北川建筑,2010,248.5278307,3,0,3.6,无,住宅,248.5278307
537,新北川建筑,2010,155.5868708,3,0,3.6,无,住宅,155.5868708
538,新北川建筑,2010,816.4722445,6,0,3.3,无,住宅,816.4722445
539,新北川建筑,2010,665.257572,6,0,3.3,无,住宅,665.257572
540,新北川建筑,2010,709.1365442,6,0,3.3,无,住宅,709.1365442
541,新北川建筑,2010,2042.716169,11,1,3.3,无,住宅,2042.716169
542,新北川建筑,2010,693.3411546,6,0,3.3,无,住宅,693.3411546
543,新北川建筑,2010,714.4024243,6,0,3.3,无,住宅,714.4024243
544,新北川建筑,2010,834.7122242,3,0,3.6,无,住宅,834.7122242
545,新北川建筑,2010,616.3822386,6,0,3.3,无,住宅,616.3822386
546,新北川建筑,2010,808.6826294,6,0,3.3,无,住宅,808.6826294
547,新北川建筑,2010,1147.470544,6,0,3.3,无,住宅,1147.470544
548,新北川建筑,2010,475.4646029,6,0,3.3,无,住宅,475.4646029
549,新北川建筑,2010,1617.77837,4,0,3.6,无,住宅,1617.77837
550,新北川建筑,2010,412.1187921,3,0,3.6,无,住宅,412.1187921
551,新北川建筑,2010,459.5754237,3,0,3.6,无,住宅,459.5754237
552,新北川建筑,2010,621.9131151,6,0,3.3,无,住宅,621.9131151
553,新北川建筑,2010,446.3151338,3,0,3.6,无,住宅,446.3151338
554,新北川建筑,2010,585.247914,6,0,3.3,无,住宅,585.247914
555,新北川建筑,2010,598.6613041,6,0,3.3,无,住宅,598.6613041
556,新北川建筑,2010,728.8228119,6,0,3.3,无,住宅,728.8228119
557,新北川建筑,2010,908.0580386,6,0,3.3,无,住宅,908.0580386
558,新北川建筑,2010,730.9792678,6,0,3.3,无,住宅,730.9792678
559,新北川建筑,2010,403.676337,6,0,3.3,无,住宅,403.676337
560,新北川建筑,2010,2123.132731,4,0,3.6,无,住宅,2123.132731
561,新北川建筑,2010,1368.863284,6,0,3.3,无,住宅,1368.863284
562,新北川建筑,2010,2777.758411,3,0,3.6,无,住宅,2777.758411
563,新北川建筑,2010,605.3803718,6,0,3.3,无,住宅,605.3803718
564,新北川建筑,2010,3148.315131,4,0,3.6,无,住宅,3148.315131
565,新北川建筑,2010,931.6034047,6,0,3.3,无,住宅,931.6034047
566,新北川建筑,2010,1066.978682,6,0,3.3,无,住宅,1066.978682
567,新北川建筑,2010,701.0164913,6,0,3.3,无,住宅,701.0164913
568,新北川建筑,2010,1436.109254,6,0,3.3,无,住宅,1436.109254
569,新北川建筑,2010,881.8139439,6,0,3.3,无,住宅,881.8139439
570,新北川建筑,2010,5088.813305,3,0,3.6,无,住宅,5088.813305
571,新北川建筑,2010,1082.116462,6,0,3.3,无,住宅,1082.116462
572,新北川建筑,2010,2434.29515,7,1,3.6,无,住宅,2434.29515
573,新北川建筑,2010,3683.60572,7,1,3.6,无,住宅,3683.60572
574,新北川建筑,2010,777.9197656,6,0,3.3,无,住宅,777.9197656
575,新北川建筑,2010,123.2948168,3,0,3.6,无,住宅,123.2948168
576,新北川建筑,2010,2233.626217,10,1,3.6,无,住宅,2233.626217
577,新北川建筑,2010,941.7668512,6,0,3.3,无,住宅,941.7668512
578,新北川建筑,2010,759.5328044,6,0,3.3,无,住宅,759.5328044
579,新北川建筑,2010,553.6578229,3,0,3.6,无,住宅,553.6578229
580,新北川建筑,2010,1245.782509,6,0,3.3,无,住宅,1245.782509
581,新北川建筑,2010,2964.724612,4,0,3.6,无,住宅,2964.724612
582,新北川建筑,2010,945.2469937,6,0,3.3,无,住宅,945.2469937
583,新北川建筑,2010,537.3745912,3,0,3.6,无,住宅,537.3745912
585,新北川建筑,2010,983.1782619,6,0,3.3,无,住宅,983.1782619
586,新北川建筑,2010,3754.685366,4,0,3.6,无,住宅,3754.685366
587,新北川建筑,2010,1005.641611,6,0,3.3,无,住宅,1005.641611
588,新北川建筑,2010,489.6520996,3,0,3.6,无,住宅,489.6520996
589,新北川建筑,2010,1552.660532,4,0,3.6,无,住宅,1552.660532
590,新北川建筑,2010,574.8375112,3,0,3.6,无,住宅,574.8375112
591,新北川建筑,2010,710.1753103,6,0,3.3,无,住宅,710.1753103
592,新北川建筑,2010,582.5466299,6,0,3.3,无,住宅,582.5466299
593,新北川建筑,2010,274.9949248,3,0,3.6,无,住宅,274.9949248
594,新北川建筑,2010,1695.131099,6,0,3.3,无,住宅,1695.131099
595,新北川建筑,2010,912.0848638,2,0,3.6,无,住宅,912.0848638
596,新北川建筑,2010,328.928908,6,0,3.3,无,住宅,328.928908
597,新北川建筑,2010,661.9882395,6,0,3.3,无,住宅,661.9882395
598,新北川建筑,2010,668.8131412,6,0,3.3,无,住宅,668.8131412
599,新北川建筑,2010,1617.205345,5,0,3.6,无,住宅,1617.205345
600,新北川建筑,2010,759.0420806,6,0,3.3,无,住宅,759.0420806
601,新北川建筑,2010,162.5764252,1,0,4,无,住宅,162.5764252
602,新北川建筑,2010,1281.596879,6,0,3.3,无,住宅,1281.596879
603,新北川建筑,2010,909.9149748,4,0,3.6,无,住宅,909.9149748
604,新北川建筑,2010,1384.216787,6,0,3.3,无,住宅,1384.216787
605,新北川建筑,2010,890.6686138,4,0,3.6,无,住宅,890.6686138
606,新北川建筑,2010,269.8580343,2,0,3.6,无,住宅,269.8580343
607,新北川建筑,2010,2281.045103,4,0,3.6,无,住宅,2281.045103
608,新北川建筑,2010,665.5267732,6,0,3.3,无,住宅,665.5267732
609,新北川建筑,2010,571.579333,16,1,3.3,无,住宅,571.579333
610,新北川建筑,2010,700.4364773,4,0,3.6,无,住宅,700.4364773
611,新北川建筑,2010,645.4982385,6,0,3.3,无,住宅,645.4982385
612,新北川建筑,2010,1152.824979,16,1,3.3,无,住宅,1152.824979
613,新北川建筑,2010,1233.427101,4,0,3.6,无,住宅,1233.427101
614,新北川建筑,2010,210.315618,1,0,4,无,住宅,210.315618
615,新北川建筑,2010,933.3736685,6,0,3.3,无,住宅,933.3736685
616,新北川建筑,2010,251.5664766,16,1,3.3,无,住宅,251.5664766
617,新北川建筑,2010,1154.827132,6,0,3.3,无,住宅,1154.827132
618,新北川建筑,2010,3408.97593,3,0,3.6,无,住宅,3408.97593
619,新北川建筑,2010,254.878706,2,0,3.6,无,住宅,254.878706
620,新北川建筑,2010,1254.417493,2,0,3.6,无,住宅,1254.417493
621,新北川建筑,2010,1167.115103,6,0,3.3,无,住宅,1167.115103
622,新北川建筑,2010,1533.239579,4,0,3.6,无,住宅,1533.239579
623,新北川建筑,2010,1287.366365,4,0,3.6,无,住宅,1287.366365
624,新北川建筑,2010,386.6494718,3,0,3.6,无,住宅,386.6494718
625,新北川建筑,2010,521.0410084,6,0,3.3,无,住宅,521.0410084
626,新北川建筑,2010,2180.262262,4,0,3.6,无,住宅,2180.262262
627,新北川建筑,2010,681.4659024,4,0,3.6,无,住宅,681.4659024
628,新北川建筑,2010,2957.172019,4,0,3.6,无,住宅,2957.172019
629,新北川建筑,2010,1046.537752,4,0,3.6,无,住宅,1046.537752
630,新北川建筑,2010,236.998123,16,1,3.3,无,住宅,236.998123
631,新北川建筑,2010,325.7670409,16,1,3.3,无,住宅,325.7670409
632,新北川建筑,2010,473.2560467,3,0,3.6,无,住宅,473.2560467
633,新北川建筑,2010,3712.376369,3,0,3.6,无,住宅,3712.376369
634,新北川建筑,2010,740.7625929,6,0,3.3,无,住宅,740.7625929
635,新北川建筑,2010,884.2362364,6,0,3.3,无,住宅,884.2362364
636,新北川建筑,2010,1695.805741,17,1,3.3,无,住宅,1695.805741
637,新北川建筑,2010,1337.960233,6,0,3.3,无,住宅,1337.960233
638,新北川建筑,2010,1221.567707,6,0,3.3,无,住宅,1221.567707
639,新北川建筑,2010,519.676514,3,0,3.6,无,住宅,519.676514
640,新北川建筑,2010,696.6841596,6,0,3.3,无,住宅,696.6841596
641,新北川建筑,2010,438.7173966,3,0,3.6,无,住宅,438.7173966
642,新北川建筑,2010,536.4675384,3,0,3.6,无,住宅,536.4675384
643,新北川建筑,2010,1060.035938,6,0,3.3,无,住宅,1060.035938
644,新北川建筑,2010,1045.685237,6,0,3.3,无,住宅,1045.685237
645,新北川建筑,2010,982.2551342,6,0,3.3,无,住宅,982.2551342
646,新北川建筑,2010,1229.6361,5,0,3.6,无,住宅,1229.6361
647,新北川建筑,2010,1006.719987,6,0,3.3,无,住宅,1006.719987
648,新北川建筑,2010,411.2315171,2,0,3.6,无,住宅,411.2315171
649,新北川建筑,2010,1029.560554,6,0,3.3,无,住宅,1029.560554
650,新北川建筑,2010,1050.099504,6,0,3.3,无,住宅,1050.099504
651,新北川建筑,2010,437.3113656,3,0,3.6,无,住宅,437.3113656
652,新北川建筑,2010,870.6595432,6,0,3.3,无,住宅,870.6595432
653,新北川建筑,2010,450.2275717,3,0,3.6,无,住宅,450.2275717
654,新北川建筑,2010,408.6925502,3,0,3.6,无,住宅,408.6925502
655,新北川建筑,2010,304.4268165,2,0,3.6,无,住宅,304.4268165
656,新北川建筑,2010,1174.641383,6,0,3.3,无,住宅,1174.641383
657,新北川建筑,2010,652.2206524,3,0,3.6,无,住宅,652.2206524
658,新北川建筑,2010,678.8470762,3,0,3.6,无,住宅,678.8470762
659,新北川建筑,2010,615.419929,4,0,3.6,无,住宅,615.419929
660,新北川建筑,2010,641.8488929,4,0,3.6,无,住宅,641.8488929
661,新北川建筑,2010,175.2517123,2,0,3.6,无,住宅,175.2517123
662,新北川建筑,2010,934.3554385,4,0,3.6,无,住宅,934.3554385
663,新北川建筑,2010,447.0539905,3,0,3.6,无,住宅,447.0539905
664,新北川建筑,2010,667.3954548,2,0,3.6,无,住宅,667.3954548
665,新北川建筑,2010,703.1888677,3,0,3.6,无,住宅,703.1888677
666,新北川建筑,2010,596.1861604,6,0,3.3,无,住宅,596.1861604
667,新北川建筑,2010,646.7388506,6,0,3.3,无,住宅,646.7388506
668,新北川建筑,2010,1172.673292,6,0,3.3,无,住宅,1172.673292
669,新北川建筑,2010,987.3033219,6,0,3.3,无,住宅,987.3033219
670,新北川建筑,2010,776.566069,6,0,3.3,无,住宅,776.566069
671,新北川建筑,2010,1307.23869,6,0,3.3,无,住宅,1307.23869
672,新北川建筑,2010,904.7835671,6,0,3.3,无,住宅,904.7835671
673,新北川建筑,2010,396.9276398,3,0,3.6,无,住宅,396.9276398
674,新北川建筑,2010,854.6492123,6,0,3.3,无,住宅,854.6492123
675,新北川建筑,2010,664.8367778,6,0,3.3,无,住宅,664.8367778
676,新北川建筑,2010,953.2623759,6,0,3.3,无,住宅,953.2623759
677,新北川建筑,2010,582.4168759,4,0,3.6,无,住宅,582.4168759
678,新北川建筑,2010,628.7916224,4,0,3.6,无,住宅,628.7916224
679,新北川建筑,2010,724.1207002,3,0,3.6,无,住宅,724.1207002
680,新北川建筑,2010,631.607071,5,0,3.6,无,住宅,631.607071
681,新北川建筑,2010,852.5752484,6,0,3.3,无,住宅,852.5752484
682,新北川建筑,2010,367.2140318,2,0,3.6,无,住宅,367.2140318
683,新北川建筑,2010,730.9178775,6,0,3.3,无,住宅,730.9178775
684,新北川建筑,2010,366.9565607,2,0,3.6,无,住宅,366.9565607
685,新北川建筑,2010,920.3184754,3,0,3.6,无,住宅,920.3184754
686,新北川建筑,2010,755.3522775,6,0,3.3,无,住宅,755.3522775
687,新北川建筑,2010,744.5845732,6,0,3.3,无,住宅,744.5845732
688,新北川建筑,2010,1195.488647,6,0,3.3,无,住宅,1195.488647
689,新北川建筑,2010,708.4425259,6,0,3.3,无,住宅,708.4425259
690,新北川建筑,2010,133.9312333,1,0,3.6,无,住宅,133.9312333
691,新北川建筑,2010,674.6957185,6,0,3.3,无,住宅,674.6957185
692,新北川建筑,2010,902.388743,6,0,3.3,无,住宅,902.388743
693,新北川建筑,2010,568.626163,6,0,3.3,无,住宅,568.626163
694,新北川建筑,2010,916.8490266,6,0,3.3,无,住宅,916.8490266
695,新北川建筑,2010,131.9445086,1,0,3.6,无,住宅,131.9445086
696,新北川建筑,2010,772.6658132,1,0,3.6,无,住宅,772.6658132
697,新北川建筑,2010,740.1524786,4,0,3.6,无,住宅,740.1524786
698,新北川建筑,2010,1144.513805,6,0,3.3,无,住宅,1144.513805
699,新北川建筑,2010,212.2059926,2,0,3.6,无,住宅,212.2059926
700,新北川建筑,2010,742.1870428,6,0,3.3,无,住宅,742.1870428
701,新北川建筑,2010,692.7998477,6,0,3.3,无,住宅,692.7998477
702,新北川建筑,2010,149.6890485,1,0,4,无,住宅,149.6890485
703,新北川建筑,2010,719.7883717,6,0,3.3,无,住宅,719.7883717
704,新北川建筑,2010,630.5623405,6,0,3.3,无,住宅,630.5623405
705,新北川建筑,2010,628.8373563,6,0,3.3,无,住宅,628.8373563
706,新北川建筑,2010,1106.198098,6,0,3.3,无,住宅,1106.198098
707,新北川建筑,2010,731.9437746,6,0,3.3,无,住宅,731.9437746
708,新北川建筑,2010,620.2242952,6,0,3.3,无,住宅,620.2242952
709,新北川建筑,2010,762.1985617,6,0,3.3,无,住宅,762.1985617
710,新北川建筑,2010,990.2469006,6,0,3.3,无,住宅,990.2469006
711,新北川建筑,2010,645.9152282,6,0,3.3,无,住宅,645.9152282
